supplier,brand,lens,code,category,index,material,form,type,blank_mm,sph_min,sph_max,cyl_max,combined_max,range_basis,add_min,add_max,add_range,price,price_promo,price_basis,coating,min_fh_mm,notes
Synchrony,ZEISS Synchrony,FSV Clear 1.56,SA56HM,Single vision,1.56,Clear,Aspheric,stock,65,+0.25,+6.00,-2.00,,combined,,,,4.55,,deal,HMC+,,synchrony book p3; deal price fixed for the term (book $5.05 L20)
Synchrony,ZEISS Synchrony,FSV Clear 1.56,SA56HM,Single vision,1.56,Clear,Aspheric,stock,73,-6.00,+0.00,-2.00,6.00,combined,,,,4.55,,deal,HMC+,,synchrony book p3; deal price fixed for the term (book $5.05 L20)
Synchrony,ZEISS Synchrony,FSV Clear 1.60,SA60HM,Single vision,1.60,Clear,Aspheric,stock,65,+0.25,+6.00,-2.00,,combined,,,,19.90,,deal,HMC+,,synchrony book p3; deal price fixed for the term (book $22.15 L20)
Synchrony,ZEISS Synchrony,FSV Clear 1.60,SA60HM,Single vision,1.60,Clear,Aspheric,stock,70,-8.00,+0.00,-3.00,8.00,combined,,,,19.90,,deal,HMC+,,synchrony book p3; deal price fixed for the term (book $22.15 L20)
Synchrony,ZEISS Synchrony,FSV Clear 1.60,SA60HM,Single vision,1.60,Clear,Aspheric,stock,75,-8.00,+0.00,-3.00,8.00,combined,,,,19.90,,deal,HMC+,,synchrony book p3; deal price fixed for the term (book $22.15 L20)
Synchrony,ZEISS Synchrony,FSV Clear 1.67,,Single vision,1.67,Clear,Aspheric,stock,65,+2.25,+6.00,-2.00,,combined,,,,32.16,21.44,L25,HMC+,,synchrony book p3; book $34.30 L20
Synchrony,ZEISS Synchrony,FSV Clear 1.67,,Single vision,1.67,Clear,Aspheric,stock,70,+0.25,+2.00,-2.00,,combined,,,,32.16,21.44,L25,HMC+,,synchrony book p3; book $34.30 L20
Synchrony,ZEISS Synchrony,FSV Clear 1.67,,Single vision,1.67,Clear,Aspheric,stock,70,-10.00,-6.25,-2.00,10.00,combined,,,,32.16,21.44,L25,HMC+,,synchrony book p3; book $34.30 L20
Synchrony,ZEISS Synchrony,FSV Clear 1.67,,Single vision,1.67,Clear,Aspheric,stock,75,+0.00,+6.00,-2.00,,combined,,,,32.16,21.44,L25,HMC+,,synchrony book p3; book $34.30 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.50,,Single vision,1.50,Clear,Freeform,grind,,-10.75,+10.50,-5.00,10.75,sphere,,,,40.97,27.31,L25,HMC+,,synchrony book p4; Clear; book $43.70 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.50,,Single vision,1.50,Clear,Freeform,grind,,-10.75,+10.50,-5.00,10.75,sphere,,,,43.83,29.22,L25,HMC Blue,,synchrony book p4; Clear; book $46.75 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.50,,Single vision,1.50,Clear,Freeform,grind,,-10.75,+10.50,-5.00,10.75,sphere,,,,22.03,14.69,L25,HC hard coat,,synchrony book p4; Clear; book $23.50 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.50,,Single vision,1.50,Photochromic,Freeform,grind,,-10.00,+7.00,-5.50,10.00,sphere,,,,66.19,44.12,L25,HMC+,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $70.60 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.50,,Single vision,1.50,Photochromic,Freeform,grind,,-10.00,+7.00,-5.50,10.00,sphere,,,,69.05,46.03,L25,HMC Blue,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $73.65 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.50,,Single vision,1.50,Photochromic,Freeform,grind,,-10.00,+7.00,-5.50,10.00,sphere,,,,47.25,31.50,L25,HC hard coat,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $50.40 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.50,,Single vision,1.50,Polarised,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,,,,66.19,44.12,L25,HMC+,,synchrony book p4; Polarised Grey/ Brown/ Pioneer; book $70.60 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.50,,Single vision,1.50,Polarised,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,,,,65.16,43.44,L25,HMC+ Back Surface Multi-Coat,,synchrony book p4; Polarised Grey/ Brown/ Pioneer; book $69.50 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.50,,Single vision,1.50,Polarised,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,,,,47.25,31.50,L25,HC hard coat,,synchrony book p4; Polarised Grey/ Brown/ Pioneer; book $50.40 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.53,,Single vision,1.53,Clear,Freeform,grind,,-7.00,+7.00,-4.00,7.00,sphere,,,,56.72,37.81,L25,HMC+,,synchrony book p4; Clear; book $60.50 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.53,,Single vision,1.53,Clear,Freeform,grind,,-7.00,+7.00,-4.00,7.00,sphere,,,,59.58,39.72,L25,HMC Blue,,synchrony book p4; Clear; book $63.55 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.53,,Single vision,1.53,Clear,Freeform,grind,,-7.00,+7.00,-4.00,7.00,sphere,,,,37.78,25.19,L25,HC hard coat,,synchrony book p4; Clear; book $40.30 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.53,,Single vision,1.53,Polarised,Freeform,grind,,-4.00,+7.00,-4.00,4.00,sphere,,,,85.12,56.75,L25,HMC+,,synchrony book p4; Polarised Grey/ Brown; book $90.80 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.53,,Single vision,1.53,Polarised,Freeform,grind,,-4.00,+7.00,-4.00,4.00,sphere,,,,84.09,56.06,L25,HMC+ Back Surface Multi-Coat,,synchrony book p4; Polarised Grey/ Brown; book $89.70 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.53,,Single vision,1.53,Polarised,Freeform,grind,,-4.00,+7.00,-4.00,4.00,sphere,,,,66.19,44.12,L25,HC hard coat,,synchrony book p4; Polarised Grey/ Brown; book $70.60 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.59,,Single vision,1.59,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,,,,56.72,37.81,L25,HMC+,,synchrony book p4; Clear; book $60.50 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.59,,Single vision,1.59,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,,,,37.78,25.19,L25,HC hard coat,,synchrony book p4; Clear; book $40.30 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.59,,Single vision,1.59,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,,,,85.12,56.75,L25,HMC+,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $90.80 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.59,,Single vision,1.59,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,,,,87.98,58.66,L25,HMC Blue,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $93.85 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.59,,Single vision,1.59,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,,,,66.19,44.12,L25,HC hard coat,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $70.60 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.59,,Single vision,1.59,Polarised,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,85.12,56.75,L25,HMC+,,synchrony book p4; Polarised Grey/ Brown/ Pioneer; book $90.80 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.59,,Single vision,1.59,Polarised,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,84.09,56.06,L25,HMC+ Back Surface Multi-Coat,,synchrony book p4; Polarised Grey/ Brown/ Pioneer; book $89.70 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.59,,Single vision,1.59,Polarised,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,66.19,44.12,L25,HC hard coat,,synchrony book p4; Polarised Grey/ Brown/ Pioneer; book $70.60 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.60,,Single vision,1.60,Clear,Freeform,grind,,-12.00,+7.00,-6.00,12.00,sphere,,,,61.55,41.03,L25,HMC+,,synchrony book p4; Clear; book $65.65 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.60,,Single vision,1.60,Clear,Freeform,grind,,-12.00,+7.00,-6.00,12.00,sphere,,,,64.41,42.94,L25,HMC Blue,,synchrony book p4; Clear; book $68.70 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.60,,Single vision,1.60,Clear,Freeform,grind,,-12.00,+7.00,-6.00,12.00,sphere,,,,42.61,28.41,L25,HC hard coat,,synchrony book p4; Clear; book $45.45 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.60,,Single vision,1.60,Photochromic,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,89.91,59.94,L25,HMC+,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $95.90 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.60,,Single vision,1.60,Photochromic,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,92.77,61.84,L25,HMC Blue,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $98.95 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.60,,Single vision,1.60,Photochromic,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,70.97,47.31,L25,HC hard coat,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $75.70 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.60,,Single vision,1.60,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,89.91,59.94,L25,HMC+,,synchrony book p4; Polarised Grey/ Brown/ Pioneer; book $95.90 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.60,,Single vision,1.60,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,88.88,59.25,L25,HMC+ Back Surface Multi-Coat,,synchrony book p4; Polarised Grey/ Brown/ Pioneer; book $94.80 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.60,,Single vision,1.60,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,70.97,47.31,L25,HC hard coat,,synchrony book p4; Polarised Grey/ Brown/ Pioneer; book $75.70 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.67,,Single vision,1.67,Clear,Freeform,grind,,-13.00,+10.00,-6.00,13.00,sphere,,,,85.12,56.75,L25,HMC+,,synchrony book p4; Clear; book $90.80 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.67,,Single vision,1.67,Clear,Freeform,grind,,-13.00,+10.00,-6.00,13.00,sphere,,,,87.98,58.66,L25,HMC Blue,,synchrony book p4; Clear; book $93.85 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.67,,Single vision,1.67,Photochromic,Freeform,grind,,-13.00,+8.00,-6.00,13.00,sphere,,,,113.53,75.69,L25,HMC+,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $121.10 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.67,,Single vision,1.67,Photochromic,Freeform,grind,,-13.00,+8.00,-6.00,13.00,sphere,,,,116.39,77.59,L25,HMC Blue,,synchrony book p4; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $124.15 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.67,,Single vision,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,113.53,75.69,L25,HMC+,,synchrony book p4; Polarised Grey/ Brown; book $121.10 L20
Synchrony,ZEISS Synchrony,Single Vision Grind 1.67,,Single vision,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,112.50,75.00,L25,HMC+ Back Surface Multi-Coat,,synchrony book p4; Polarised Grey/ Brown; book $120.00 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.50,,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,66.19,44.12,L25,HMC+,,synchrony book p5; Clear; book $70.60 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.50,,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,69.05,46.03,L25,HMC Blue,,synchrony book p5; Clear; book $73.65 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.50,,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,47.25,31.50,L25,HC hard coat,,synchrony book p5; Clear; book $50.40 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.50,,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,94.64,63.09,L25,HMC+,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $100.95 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.50,,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,97.50,65.00,L25,HMC Blue,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $104.00 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.50,,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,75.70,50.47,L25,HC hard coat,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $80.75 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,94.64,63.09,L25,HMC+,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $100.95 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,93.61,62.41,L25,HMC+ Back Surface Multi-Coat,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $99.85 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,75.70,50.47,L25,HC hard coat,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $80.75 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,85.12,56.75,L25,HMC+,,synchrony book p5; Clear; book $90.80 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,87.98,58.66,L25,HMC Blue,,synchrony book p5; Clear; book $93.85 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,66.19,44.12,L25,HC hard coat,,synchrony book p5; Clear; book $70.60 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,113.53,75.69,L25,HMC+,,synchrony book p5; Polarised Grey/ Brown; book $121.10 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,112.50,75.00,L25,HMC+ Back Surface Multi-Coat,,synchrony book p5; Polarised Grey/ Brown; book $120.00 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,94.59,63.06,L25,HC hard coat,,synchrony book p5; Polarised Grey/ Brown; book $100.90 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,85.12,56.75,L25,HMC+,,synchrony book p5; Clear; book $90.80 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,87.98,58.66,L25,HMC Blue,,synchrony book p5; Clear; book $93.85 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,66.19,44.12,L25,HC hard coat,,synchrony book p5; Clear; book $70.60 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,113.53,75.69,L25,HMC+,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $121.10 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,116.39,77.59,L25,HMC Blue,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $124.15 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,94.59,63.06,L25,HC hard coat,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $100.90 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,113.53,75.69,L25,HMC+,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $121.10 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,112.50,75.00,L25,HMC+ Back Surface Multi-Coat,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $120.00 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,94.59,63.06,L25,HC hard coat,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $100.90 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.60,,Progressive,1.60,Clear,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,89.91,59.94,L25,HMC+,,synchrony book p5; Clear; book $95.90 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.60,,Progressive,1.60,Clear,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,92.77,61.84,L25,HMC Blue,,synchrony book p5; Clear; book $98.95 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.60,,Progressive,1.60,Clear,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,70.97,47.31,L25,HC hard coat,,synchrony book p5; Clear; book $75.70 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.60,,Progressive,1.60,Photochromic,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,118.22,78.81,L25,HMC+,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $126.10 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.60,,Progressive,1.60,Photochromic,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,121.08,80.72,L25,HMC Blue,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $129.15 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.60,,Progressive,1.60,Photochromic,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,99.28,66.19,L25,HC hard coat,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $105.90 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,118.22,78.81,L25,HMC+,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $126.10 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,117.19,78.12,L25,HMC+ Back Surface Multi-Coat,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $125.00 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,99.28,66.19,L25,HC hard coat,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $105.90 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.67,,Progressive,1.67,Clear,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,113.53,75.69,L25,HMC+,,synchrony book p5; Clear; book $121.10 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.67,,Progressive,1.67,Clear,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,116.39,77.59,L25,HMC Blue,,synchrony book p5; Clear; book $124.15 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.67,,Progressive,1.67,Photochromic,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,141.84,94.56,L25,HMC+,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $151.30 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.67,,Progressive,1.67,Photochromic,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,144.70,96.47,L25,HMC Blue,,synchrony book p5; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $154.35 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,141.84,94.56,L25,HMC+,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $151.30 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,144.70,96.47,L25,HMC Blue,,synchrony book p5; Polarised Grey/Brown/Pioneer; book $154.35 L20
